IDISK CUI,IDISK AUI,TERM,UMLS CUI,MISSINGNESS TYPE,INGREDIENT TYPE,Notes (Optional),IGNORE
NMCD_NHPID0477833,DA0154844,Hjelmboenne,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154845,Ågyptische Fasel,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154846,Fagiolo D'Egitto,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154847,Kacang Kara,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154848,Kekara,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154849,Bian Dou,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154850,Dolichos bengalensis,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154851,Rou Dou,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154852,Bonavist Bean,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154853,Urshi,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154854,Ingen,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154855,Thua Nang,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154856,Pe-Gyi,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154857,Rajashimbi,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154858,Lablab niger,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154859,Carmelita,C0330857,,,,
NMCD_NHPID0477833,DA0154860,Dolique,C0330857,LEXICAL,LIVING BEING,,
NMCD_NHPID0477833,DA0154861,White Hyacinth Bean,C0330857,LEXICAL,LIVING BEING,,
NMCD_NHPID0477833,DA0154862,Hyacinth Bean,"C0330857, C0330857, C0330857",,,,
NMCD_NHPID0477833,DA0154863,Hyacinth-bean,C0330857,LEXICAL,LIVING BEING,,
NMCD_NHPID0477833,DA0154864,Kara Kara,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154865,Bátau,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154866,Hemlbohne,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154868,Dâu Ván,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154869,Que Dou,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154870,Lablab,C1477745,,,,
NMCD_NHPID0477833,DA0154871,Kerara,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154872,Pois Nourrice,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154873,Komak,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154875,Dolico Egiziano,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154876,Egyptian Kidney Bean,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154877,Simii,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154878,Papaya Bean,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154879,Fagiolo Del Cairo,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154881,Avarai,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154882,Adavichikkudu,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154883,Motchai,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154884,Urahi,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154885,Poor Man's Bean,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154886,Faselbohne,C0330857,SEMANTIC,LIVING BEING,,
NMCD0477837,DA0154964,Egg Extract,"C1508746, C1508746, C2746961",,,,
NMCD0477837,DA0154965,Immune Egg,,,,https://www.rxlist.com/hyperimmune_egg/supplements.htm,Y
NMCD0477837,DA0154966,Hyperimmune Egg,,,,,Y
NMCD0477837,DA0154967,Egg Albumen,,,,,Y
NMCD0477837,DA0154968,HEY,,,,,Y
NMCD0477837,DA0154969,Œuf Hyperimmunisé,,,,,Y
NMCD0477837,DA0154970,Extrait d'Œuf,C1508746,LEXICAL,,,Y
NMCD0477837,DA0154971,Egcel,,,,,Y
NMCD0477837,DA0154972,IgY,C0063355,,,,
NMCD0477837,DA0154973,Egg Powder with Immune Components,,,,,Y
NMCD0477837,DA0154974,Egg Food Product,"C0013710, C0013710",,,,
NMCD0477837,DA0154975,Immunoglobulin IgY,,,,,Y
NMCD0477837,DA0154976,Immunoglobulin Egg Extract,,,,,Y
NMCD0477837,DA0154977,Huevo Hiperinmune,,,,,Y
NMCD0477837,DA0154978,Hyperimmune Hen Egg,,,,,Y
NMCD0477837,DA0154979,Hyperimmunized Egg Yolk,,,,,Y
NMCD0477837,DA0154980,Yolk Immunoglobulin,,,,,Y
NMCD0477860,DA0155533,Panasero,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155534,Panasa,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155535,Jacquier,C0453129,LEXICAL,LIVING BEING,,
NMCD0477860,DA0155536,Mu Bo Luo,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155537,Pholkontok,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155538,Maak Laang,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155539,Jak,"C0325253, C0325253, C0597721, C0597721, C1150611",,,,
NMCD0477860,DA0155540,Jackfruit,"C0453129, C0453129, C0453129, C0453129, C0453129, C0453129",,,,
NMCD0477860,DA0155541,Kontoki Phol,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155542,Phannasa,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155543,Jackfrugttrae,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155544,Konto Phol,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155545,Mai Mi,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155546,Palaa,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155547,Keledang,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155548,Jacktrad,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155549,Finesy,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155550,Jack,"C1708586, C1708586",,,,
NMCD0477860,DA0155551,Kos,"C1855663, C4724370",,,,
NMCD0477860,DA0155552,Jaca,"C0324180, C0453129, C0453129",,,,
NMCD0477860,DA0155553,Bo Luo Mi,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155554,Jaqueiro,C0996684,LEXICAL,LIVING BEING,,
NMCD0477860,DA0155555,Jackfrucht,C0453129,SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155556,Falso Albero Del Pane,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155557,Konthal,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155558,Phanas,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155559,Jackfruit - dietary,C0453129,,,,
NMCD0477860,DA0155560,Palavu,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155561,Khanun,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155562,Halasu,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155563,Baramil,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155564,Halasina Hannu,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155565,Makmee,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155566,Langka,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155567,Cakki,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155568,Nagami Pannoki,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155569,Khnor,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155570,Kontok Phol,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155571,Shu Bo Luo,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155572,Mak Mi,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155573,Jaqueira,C0996684,,,,
NMCD0477860,DA0155574,Fruta Del Pobre,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155575,Artocarpus heterophyllus,"C0453129, C0946574, C0946574, C1443125",,,,
NMCD0477860,DA0155576,Jackfrukt,C0453129,,,,
NMCD0477860,DA0155577,Fenesi,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155578,Panasah,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155579,Kontoki,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155580,Kathal,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155581,Jaka,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155582,Derakhte Nan,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155583,Rukh Kutaherr,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155584,Nangka,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155585,Arbol Del Pan,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155586,Paramitsu,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155587,Panasam,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155588,Chakka,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155589,Kanthal,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155590,Indischer Brotfruchtbaum,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD0477860,DA0155591,Katahal,"C0453129, C0946574",SEMANTIC,LIVING BEING,,
NMCD_DSLD_NHPID0477871,DA0155825,Huile de Menthe des Champs,,,,,
NMCD_DSLD_NHPID0477871,DA0155826,Chinese Mint,,,,,
NMCD_DSLD_NHPID0477871,DA0155827,Chinese Mint Oil,,,,,
NMCD_DSLD_NHPID0477871,DA0155828,Mentha arvensis var. piperascens,C1623960,,,,
NMCD_DSLD_NHPID0477871,DA0155829,Mint Oil,,,,,
NMCD_DSLD_NHPID0477871,DA0155830,Japanese Oil of Peppermint,,,,,
NMCD_DSLD_NHPID0477871,DA0155831,Huile essentielle de Menthe poivree Chinoise,,,,,
NMCD_DSLD_NHPID0477871,DA0155832,Herbe de Menthe,,,,,
NMCD_DSLD_NHPID0477871,DA0155833,Japanese Mint,"C0873150, C1623960",,,,
NMCD_DSLD_NHPID0477871,DA0155834,Menthe Japonaise,,,,,
NMCD_DSLD_NHPID0477871,DA0155835,Oleum Menthae Dementholatum (Essential Oil),,,,,
NMCD_DSLD_NHPID0477871,DA0155836,Huile de menthe poivree,,,,,
NMCD_DSLD_NHPID0477871,DA0155837,Feuilles de menthe,,,,,
NMCD_DSLD_NHPID0477871,DA0155838,Pudina,,,,,
NMCD_DSLD_NHPID0477871,DA0155839,Menta Japonesa,,,,,
NMCD_DSLD_NHPID0477871,DA0155840,Mentha canadensis,"C1623960, C1623960",,,,
NMCD_DSLD_NHPID0477871,DA0155843,Mint leaves,,,,,
NMCD_DSLD_NHPID0477871,DA0155844,Corn Mint,"C1623453, C1623960",,,,
NMCD_DSLD_NHPID0477871,DA0155845,Bo he su you (Huile essentielle),,,,,
NMCD_DSLD_NHPID0477871,DA0155847,Mentha haplocalyx,C1623960,,,,
NMCD_DSLD_NHPID0477871,DA0155848,Putiha,,,,,
NMCD_DSLD_NHPID0477871,DA0155849,Chinese Mint extract,,,,,
NMCD_DSLD_NHPID0477871,DA0155850,Herba Menthae,,,,,
NMCD_DSLD_NHPID0477871,DA0155851,Huile essentielle de menthe sans menthol,,,,,
NMCD_DSLD_NHPID0477871,DA0155852,Chinese Peppermint Essential Oil,,,,,
NMCD_DSLD_NHPID0477871,DA0155853,Poleo,,,,,
NMCD_DSLD_NHPID0477871,DA0155855,Chinese mint,,,,,
NMCD_DSLD_NHPID0477871,DA0155856,Huile essentielle de Menthe Chinoise,,,,,
NMCD_DSLD_NHPID0477871,DA0155858,Field Mint,"C1623453, C1623453",,,,
NMCD_DSLD_NHPID0477871,DA0155860,Herba Menthae Haplocalycis,,,,,
NMCD_DSLD_NHPID0477871,DA0155861,Mentha Arvensis Aetheroleum,,,,,
NMCD_DSLD_NHPID0477871,DA0155862,Huile de Menthe,,,,,
NMCD_DSLD_NHPID0477871,DA0155864,Canadian Mint,,,,,
NMCD_DSLD_NHPID0477871,DA0155865,Bo he su you (Essential Oil),,,,,
NMCD_DSLD_NHPID0477871,DA0155866,"Mint, Bo He",,,,,
NMCD_DSLD_NHPID0477871,DA0155867,Cornmint Oil,,,,,
NMCD_DSLD_NHPID0477871,DA0155868,Field Mint Oil,,,,,
NMCD_DSLD_NHPID0477871,DA0155869,Minzol,,,,,
NMCD_DSLD_NHPID0477871,DA0155870,Menthe des Champs,,,,,
NMCD_DSLD_NHPID0477871,DA0155871,Peppermint Oil,"C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325, C0070325",,,,
NMCD_DSLD_NHPID0477871,DA0155872,Menthe des champs,,,,,
NMCD_DSLD_NHPID0477871,DA0155873,Chinese mint Essential Oil,,,,,
NMCD_DSLD_NHPID0477871,DA0155874,Mentha,"C0522467, C0522467, C0522467, C0522467, C0522467, C0522467, C0522467, C0522467, C0522467, C0522467, C0522467, C0522467, C0522467, C0522467, C0522467",,,,
NMCD_DSLD_NHPID0477871,DA0155875,Bo he,,,,,
NMCD_DSLD_NHPID0477871,DA0155876,Menthe chinoise,,,,,
NMCD_DSLD_NHPID0477871,DA0155877,Oleum Menthae Dementholatum (Huile essentielle),,,,,
NMCD_DSLD_NHPID0477871,DA0155878,Menthe du Canada,,,,,
NMCD_DSLD_NHPID0477871,DA0155879,American Corn Mint,,,,,
NMCD_DSLD_NHPID0477871,DA0155880,Dementholised Mint Oil,,,,,
NMCD_DSLD_NHPID0477871,DA0155881,Brook Mint,,,,,
NHPID_DSLD_NMCD0477875,DA0155986,Jiaogulan,"C0950016, C0950016, C0950016, C3891162",,,,
NHPID_DSLD_NMCD0477875,DA0155987,Fiveleaf Gynostemma,,,,,
NHPID_DSLD_NMCD0477875,DA0155988,Gynostemma pentaphyllum,"C0950016, C0950016, C0950016, C0950016, C0950016, C0950016",,,,
NHPID_DSLD_NMCD0477875,DA0155989,Adaptogen,,,,,
NHPID_DSLD_NMCD0477875,DA0155990,ActivAMP Jiaogulan Extract,,,,,
NHPID_DSLD_NMCD0477875,DA0155992,Thé de l'Immortalité,,,,,
NHPID_DSLD_NMCD0477875,DA0155994,Xianxao,,,,,
NHPID_DSLD_NMCD0477875,DA0155995,Vitis pentaphylla,,,,,
NHPID_DSLD_NMCD0477875,DA0155996,Miracle Grass,,,,,
NHPID_DSLD_NMCD0477875,DA0155998,Gynostemma,"C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C0969737, C2718455, C2718455",,,,
NHPID_DSLD_NMCD0477875,DA0155999,Jiao Chu Lan,,,,,
NHPID_DSLD_NMCD0477875,DA0156000,Plante de l'Immortalité,,,,,
NHPID_DSLD_NMCD0477875,DA0156002,Gynostemma whole plant extract,,,,,
NHPID_DSLD_NMCD0477875,DA0156003,Jiao gu lan,,,,,
NHPID_DSLD_NMCD0477875,DA0156004,Southern Ginseng,,,,,
NHPID_DSLD_NMCD0477875,DA0156006,Adaptogène,,,,,
NHPID_DSLD_NMCD0477875,DA0156007,Dungkulcha,,,,,
NHPID_DSLD_NMCD0477875,DA0156008,Fairy Herb,,,,,
NHPID_DSLD_NMCD0477875,DA0156009,Rhizoma seu Herba Gynostemmatis,,,,,
NHPID_DSLD_NMCD0477875,DA0156010,Herbe de l'Immortalité,,,,,
NHPID_DSLD_NMCD0477875,DA0156011,Ginseng du Sud,,,,,
NHPID_DSLD_NMCD0477875,DA0156012,Gynostemma pentaphylum,,,,,
NHPID_DSLD_NMCD0477875,DA0156014,Penta Tea,,,,,
NHPID_DSLD_NMCD0477875,DA0156015,Gynostemma pedatum,,,,,
NHPID_DSLD_NMCD0477875,DA0156016,ActivAMP Gynostemma pentaphyllum Leaf Extract,,,,,
NHPID_DSLD_NMCD0477875,DA0156017,Amachazuru,,,,,
NHPID_DSLD_NMCD0477875,DA0156018,wildcrafted Jiaogulan,,,,,
NHPID_DSLD_NMCD0477875,DA0156019,ActivAMP Gynostemma pentaphyllum extract,,,,,
NHPID_DSLD_NMCD0477875,DA0156020,Gymnostemma,,,,,
NHPID_DSLD_NMCD0477875,DA0156022,leaf,"C0242724, C0242724, C0242724, C0242724, C0242724, C1552865",,,,
NHPID_DSLD_NMCD0477875,DA0156023,Gynostemma pentaphyllum gypenosides,,,,,
NHPID_DSLD_NMCD0477875,DA0156024,Gynostemma Concentrate,,,,,
NHPID_DSLD_NMCD0477875,DA0156025,Immortality Herb,,,,,
NHPID_DSLD_NMCD0477875,DA0156026,Jiao Gu Lan,,,,,
NHPID_DSLD_NMCD0477875,DA0156027,Gynostemma leaf extract,,,,,
NHPID_DSLD_NMCD0477875,DA0156028,Xian Cao,,,,,
NHPID_DSLD_NMCD0477875,DA0156029,Gynostemma pentaphyllum extract,,,,,
NHPID_NMCD0477889,DA0156329,Korea Kiefer,,,,,
NHPID_NMCD0477889,DA0156330,Pinus koraiensis,C1039365,,,,
NHPID_NMCD0477889,DA0156331,Korean Pine,C1039365,,,,
NHPID_NMCD0477889,DA0156332,Borovice Korejská,,,,,
NHPID_NMCD0477889,DA0156333,Kóreufura,,,,,
NHPID_NMCD0477889,DA0156336,Korean pine,C1039365,,,,
NHPID_NMCD0477889,DA0156337,Pin de Corée,,,,,
NHPID_NMCD0477889,DA0156338,Pin de Coree,,,,,
NHPID_NMCD0477889,DA0156339,Pino de Corea,,,,,
NHPID_NMCD0477889,DA0156340,Chinese Pinenut,,,,,
NHPID_NMCD0477889,DA0156341,Koreai Fenyõ,,,,,
NHPID_NMCD0477889,DA0156342,Koreatall,,,,,
NHPID_NMCD0477889,DA0156343,Koreansembra,,,,,
NHPID_NMCD0477889,DA0156344,Pi de Corea,,,,,
NHPID_NMCD0477889,DA0156345,Hong Song,,,,,
NHPID_NMCD0477889,DA0156346,Borovica Kórejská,,,,,
NHPID_NMCD0477889,DA0156347,Chōsen Goyō,,,,,
NHPID_NMCD0477889,DA0156348,Chōsen Matsu,,,,,
NHPID_NMCD0477889,DA0156349,Koreafyr,,,,,
NHPID_NMCD0477889,DA0156350,Sosna Koreańska,,,,,
NHPID_NMCD0477889,DA0156351,Jatnamu,,,,,
NHPID_NMCD0477889,DA0156352,Korean Nut Pine,,,,,
NMCD0477901,DA0156659,Helecho de Pozo,,,,,
NMCD0477901,DA0156660,Rock Brake,,,,,
NMCD0477901,DA0156661,Athyrium filix-femina,C1458220,,,,
NMCD0477901,DA0156662,Common Polypod,,,,,
NMCD0477901,DA0156663,Helecho de Roble,,,,,
NMCD0477901,DA0156664,Fougère Femelle,,,,,
NMCD0477901,DA0156665,Brake Root,,,,,
NMCD0477901,DA0156666,Athyrium Fougère-Femelle,,,,,
NMCD0477901,DA0156667,Athyrie Fougère-Femelle,,,,,
NMCD0477901,DA0156668,Helecho Hembra Menor,,,,,
NMCD0477901,DA0156669,Polypodium filix-femina,,,,,
NMCD0477901,DA0156671,Helecho,C0331729,,,,
NMCD0477901,DA0156672,Oak Fern,,,,,
NMCD0477901,DA0156673,Fougère-Femelle,,,,,
NMCD0477901,DA0156674,Rock of Polypody,,,,,
NMCD0477901,DA0156675,Lady Fern,C1458220,,,,
NMCD0477901,DA0156676,Polipodio Común,,,,,
NMCD0477903,DA0156677,Curdwort,,,,,
NMCD0477903,DA0156678,Galium verum,"C2759962, C4741968, C4742041",,,,
NMCD0477903,DA0156679,Cheese Rennet,,,,,
NMCD0477903,DA0156680,Lady's Bedstraw,,,,,
NMCD0477903,DA0156681,Ladys Bedstraw,,,,,
NMCD0477903,DA0156682,Yellow Cleavers,,,,,
NMCD0477903,DA0156683,Gaillet Vrai,,,,,
NMCD0477903,DA0156684,Galio,"C0016980, C0016980",,,,
NMCD0477903,DA0156685,Gaillet Jaune,,,,,
NMCD0477903,DA0156686,Cheese Renning,,,,,
NMCD0477903,DA0156687,Galium,"C0016980, C1001320, C1001320, C1001320, C1001320, C1001320, C1001320, C1001320, C1001320, C1001320, C1001320, C1001320, C1001320, C1001320, C1001320",,,,
NMCD0477903,DA0156688,Yellow Galium,,,,,
NMCD0477903,DA0156689,Petty Mugget,,,,,
NMCD0477903,DA0156690,Cuajaleche,C4742041,,,,
NMCD0477903,DA0156691,Caille-Lait Jaune,,,,,
NMCD0477903,DA0156692,Maid's Hair,,,,,
DSLD_NMCD0477918,DA0157183,Levant Nut,,,,,
DSLD_NMCD0477918,DA0157184,Cocculus lacunosus,,,,,
DSLD_NMCD0477918,DA0157185,Menispermum lacunosum,,,,,
DSLD_NMCD0477918,DA0157186,Cocculus,"C1000694, C1000694, C1000694, C1000694, C1000694, C1000694, C1000694, C1000694, C1000694, C1000694, C1000694, C1000694, C1000694, C1000694, C1000694",,,,
DSLD_NMCD0477918,DA0157187,organic Amla Berry extract,,,,,
DSLD_NMCD0477918,DA0157188,Berries,"C0005135, C0005135, C0005135",,,,
DSLD_NMCD0477918,DA0157189,Indian Berry,,,,,
DSLD_NMCD0477918,DA0157191,Orgen-OX Alma extract,,,,,
DSLD_NMCD0477918,DA0157192,Alma berry,,,,,
DSLD_NMCD0477918,DA0157193,Levant Berry,,,,,
DSLD_NMCD0477918,DA0157194,Cocculus Indicus,C4733793,,,,
DSLD_NMCD0477918,DA0157195,Anamirta cocculus,"C2277110, C2277110, C2277110",,,,
DSLD_NMCD0477918,DA0157196,Coculus Fructus,,,,,
DSLD_NMCD0477918,DA0157197,Fish Berries,,,,,
DSLD_NMCD0477918,DA0157198,Anamirta paniculata,,,,,
DSLD_NMCD0477918,DA0157199,dried Amla fruit extract,,,,,
DSLD_NMCD0477918,DA0157200,Cocculus suberosus,,,,,
DSLD_NMCD0477918,DA0157201,Coque du Levant,,,,,
DSLD_NMCD0477918,DA0157202,Poisonberry,,,,,
DSLD_NMCD0477918,DA0157203,Menispermum cocculus,"C1135853, C1135853, C1135853, C1135853, C1135853, C1135853",,,,
DSLD_NMCD0477918,DA0157204,Fish Killer,,,,,
DSLD_NMCD0477918,DA0157205,Hockle Elderberry,,,,,
DSLD_NMCD0477918,DA0157206,Louseberry,,,,,
DSLD_NMCD0477918,DA0157207,Coca de Levante,,,,,
NMCD0477944,DA0157891,Aralia mandshurica,,,,,
NMCD0477944,DA0157892,Manchurian Angelica Tree,,,,,
NMCD0477944,DA0157893,Aralia elata,C1035214,,,,
NMCD0477944,DA0157894,Angélique du Japon,,,,,
NMCD0477944,DA0157895,Espino de Manchuria,,,,,
NMCD0477944,DA0157896,Manchurian Thorn,,,,,
NMCD0477944,DA0157897,Thorn substance,C0444602,,,,
NMCD0477944,DA0157898,Aralie Japonaise,,,,,
NMCD0477944,DA0157899,Mandschurische Aralie,,,,,
DSLD_NMCD0477970,DA0158555,Moringa oleifera fruit extract,,,,,
DSLD_NMCD0477970,DA0158556,Paraíso Blanco,,,,,
DSLD_NMCD0477970,DA0158557,Moringa,"C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724, C0969724",,,,
DSLD_NMCD0477970,DA0158558,Canéficier de l'Inde,,,,,
DSLD_NMCD0477970,DA0158559,Árbol de las Perlas,,,,,
DSLD_NMCD0477970,DA0158560,Moringa pterygosperma,"C0949952, C0949952",,,,
DSLD_NMCD0477970,DA0158561,Saijhan,,,,,
DSLD_NMCD0477970,DA0158562,organic Moringa,,,,,
DSLD_NMCD0477970,DA0158563,Moringa oleifera,"C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C0949952, C3541932, C3541932",,,,
DSLD_NMCD0477970,DA0158564,Moringa oleifera leaf extract,C3464953,,,,
DSLD_NMCD0477970,DA0158565,Moringa Oleifera Leaf Powder,,,,,
DSLD_NMCD0477970,DA0158566,Narango,,,,,
DSLD_NMCD0477970,DA0158567,Clarifier Tree,,,,,
DSLD_NMCD0477970,DA0158568,organic Moringa oleifera leaf powder,,,,,
DSLD_NMCD0477970,DA0158570,Mulangay,,,,,
DSLD_NMCD0477970,DA0158571,Moringa oleifera seed extract,C3256366,,,,
DSLD_NMCD0477970,DA0158572,Nebeday,,,,,
DSLD_NMCD0477970,DA0158573,organic whole Moringa oleifera leaf powder,,,,,
DSLD_NMCD0477970,DA0158574,organic Moringa oleifera,,,,,
DSLD_NMCD0477970,DA0158575,Benzolive,,,,,
DSLD_NMCD0477970,DA0158576,Behen,,,,,
DSLD_NMCD0477970,DA0158577,Moringa extract,,,,,
DSLD_NMCD0477970,DA0158578,organic Sahijan,,,,,
DSLD_NMCD0477970,DA0158579,Murungakai,,,,,
DSLD_NMCD0477970,DA0158580,San Jacinto,,,,,
DSLD_NMCD0477970,DA0158581,Jacinto,"C0331664, C0331664, C0331664",,,,
DSLD_NMCD0477970,DA0158582,leaves,"C0242724, C0242724, C0242724, C0242724",,,,
DSLD_NMCD0477970,DA0158583,Freeze Dried Organic Moringa Leaf Powder,,,,,
DSLD_NMCD0477970,DA0158584,Horseradish tree extract,,,,,
DSLD_NMCD0477970,DA0158585,Marango,C0949952,,,,
DSLD_NMCD0477970,DA0158587,Horseradish tree,,,,,
DSLD_NMCD0477970,DA0158588,Moringa oleifera powder,,,,,
DSLD_NMCD0477970,DA0158589,Ben Ailé,,,,,
DSLD_NMCD0477970,DA0158590,Moringa oleifera extract,C3541932,,,,
DSLD_NMCD0477970,DA0158591,Sajna,,,,,
DSLD_NMCD0477970,DA0158592,Pois Quénique,,,,,
DSLD_NMCD0477970,DA0158593,Sahjna,,,,,
DSLD_NMCD0477970,DA0158594,Terebinto,,,,,
DSLD_NMCD0477970,DA0158595,Shigru powder,,,,,
DSLD_NMCD0477970,DA0158596,Chinto Borrego,,,,,
DSLD_NMCD0477970,DA0158597,organic Moringa extract,,,,,
DSLD_NMCD0477970,DA0158598,Perla de la India,,,,,
DSLD_NMCD0477970,DA0158599,Moringa leaf extract,,,,,
DSLD_NMCD0477970,DA0158600,Moringe de Ceylan,,,,,
